off_tech_id,off_tech,d3fend_id,def_tech,phase,tactic,shared_artifacts,shared_artifact_names,trust,proxy_quality,band
T1499,Endpoint Denial of Service,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1505.002,Transport Agent,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1505.003,Web Shell,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1505,Server Software Component,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1542.005,TFTP Boot,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1542,Pre-OS Boot,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1546.003,Windows Management Instrumentation Event Subscription,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1546.008,Accessibility Features,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1546,Event Triggered Execution,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1550.001,Application Access Token,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1550.004,Web Session Cookie,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1550,Use Alternate Authentication Material,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1557.002,ARP Cache Poisoning,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1557.003,DHCP Spoofing,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1557.004,Evil Twin,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1557,Adversary-in-the-Middle,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1558.003,Kerberoasting,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1558,Steal or Forge Kerberos Tickets,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1562.013,Disable or Modify Network Device Firewall,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1562,Impair Defenses,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1563.001,SSH Hijacking,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1563.002,RDP Hijacking,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1563,Remote Service Session Hijacking,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1565.002,Transmitted Data Manipulation,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1565,Data Manipulation,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1566.001,Spearphishing Attachment,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1566.002,Spearphishing Link,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1566,Phishing,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1567.001,Exfiltration to Code Repository,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1567.002,Exfiltration to Cloud Storage,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1567.003,Exfiltration to Text Storage Sites,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1567.004,Exfiltration Over Webhook,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1567,Exfiltration Over Web Service,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1568.001,Fast Flux DNS,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1568.002,Domain Generation Algorithms,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1568.003,DNS Calculation,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1568,Dynamic Resolution,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1570,Lateral Tool Transfer,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1571,Non-Standard Port,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1572,Protocol Tunneling,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1573.001,Symmetric Cryptography,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1573.002,Asymmetric Cryptography,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1573,Encrypted Channel,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1578.002,Create Cloud Instance,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1578.003,Delete Cloud Instance,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1578.004,Revert Cloud Instance,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1578,Modify Cloud Compute Infrastructure,D3-NNI,Network Node Inventory,prepare,Model,1,Network Node,0.25,artifact_cooccurrence,prepare
T1014,Rootkit,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1056.003,Web Portal Capture,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1056,Input Capture,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1072,Software Deployment Tools,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1127.001,MSBuild,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1127,Trusted Developer Utilities Proxy Execution,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1137.006,Add-ins,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1137,Office Application Startup,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1176.001,Browser Extensions,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1176.002,IDE Extensions,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1176,Software Extensions,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1195.001,Compromise Software Dependencies and Development Tools,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1195.002,Compromise Software Supply Chain,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1195,Supply Chain Compromise,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1212,Exploitation for Credential Access,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1218.014,MMC,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1218,System Binary Proxy Execution,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1490,Inhibit System Recovery,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1497.003,Time Based Checks,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1497,Virtualization/Sandbox Evasion,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1505.001,SQL Stored Procedures,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1505.004,IIS Components,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1505,Server Software Component,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1542.001,System Firmware,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1542.002,Component Firmware,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1542.003,Bootkit,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1542.004,ROMMONkit,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1542,Pre-OS Boot,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1546.011,Application Shimming,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1546,Event Triggered Execution,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1547.008,LSASS Driver,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1547,Boot or Logon Autostart Execution,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1554,Compromise Host Software Binary,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1564.006,Run Virtual Instance,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1564,Hide Artifacts,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1574.005,Executable Installer File Permissions Weakness,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1574.010,Services File Permissions Weakness,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1574,Hijack Execution Flow,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1649,Steal or Forge Authentication Certificates,D3-SWI,Software Inventory,prepare,Model,1,Software,0.25,artifact_cooccurrence,prepare
T1134.005,SID-History Injection,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1134,Access Token Manipulation,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1222.001,Windows File and Directory Permissions Modification,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1222.002,Linux and Mac File and Directory Permissions Modification,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1222,File and Directory Permissions Modification,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1484.001,Group Policy Modification,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1484.002,Trust Modification,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1484,Domain or Tenant Policy Modification,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1548.001,Setuid and Setgid,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1548.005,Temporary Elevated Cloud Access,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1548,Abuse Elevation Control Mechanism,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1552.006,Group Policy Preferences,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1552,Unsecured Credentials,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1556.009,Conditional Access Policies,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1556,Modify Authentication Process,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1615,Group Policy Discovery,D3-NTPM,Network Traffic Policy Mapping,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1078.001,Default Accounts,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1078.002,Domain Accounts,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1078.003,Local Accounts,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1078.004,Cloud Accounts,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1078,Valid Accounts,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1087.001,Local Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1087.002,Domain Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1087.004,Cloud Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1087,Account Discovery,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.001,Additional Cloud Credentials,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.002,Additional Email Delegate Permissions,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.003,Additional Cloud Roles,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.004,SSH Authorized Keys,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.005,Device Registration,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.006,Additional Container Cluster Roles,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098.007,Additional Local or Domain Groups,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1098,Account Manipulation,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1134.005,SID-History Injection,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1134,Access Token Manipulation,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1136.001,Local Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1136.002,Domain Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1136.003,Cloud Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1136,Create Account,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1222.001,Windows File and Directory Permissions Modification,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1222.002,Linux and Mac File and Directory Permissions Modification,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1222,File and Directory Permissions Modification,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1484.001,Group Policy Modification,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1484.002,Trust Modification,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1484,Domain or Tenant Policy Modification,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1531,Account Access Removal,D3-AM,Access Modeling,prepare,Model,1,User Account,0.25,artifact_cooccurrence,prepare
T1548.001,Setuid and Setgid,D3-AM,Access Modeling,prepare,Model,1,Access Control Configuration,0.25,artifact_cooccurrence,prepare
T1548.005,Temporary Elevated Cloud Access,D3-AM,Access Modeling,prepare,Model,2,Access Control Configuration|User Account,0.25,artifact_cooccurrence,prepare
